상호명,도로명주소,경도,위도
카페여백,서울특별시 성북구 화랑로42길 52-8,127.0645592,37.61382225
한방전통차&커피,서울특별시 성북구 삼선교로14길 18,127.0100314,37.58735036
미니데이즈,서울특별시 성북구 보문로30길 74,127.0200864,37.59078186
빽다방정릉역점,서울특별시 성북구 정릉로26길 61,127.013193,37.602757
읍천리382정릉점,서울특별시 성북구 정릉로 251,127.0119137,37.6047213
메가엠지씨커피돌곶이역점,서울특별시 성북구 돌곶이로 66,127.0584964,37.6096268
메가엠지씨커피길음,서울특별시 성북구 삼양로 62,127.0233529,37.60861186
숙임당,서울특별시 성북구 보문로13가길 34-1,127.021035,37.58161859
무카바,서울특별시 성북구 성북로23길 3,126.9958331,37.59328825
이디야,서울특별시 성북구 종암로 105,127.0339607,37.59952731
블랑카페,서울특별시 성북구 고려대로 40,127.0235837,37.58630328
액츠29,서울특별시 성북구 돌곶이로27길 29-3,127.0540129,37.61162013
언더그라운드커피웍스정릉,서울특별시 성북구 정릉로6길 23,126.99513,37.61008269
카페한입,서울특별시 성북구 동소문로10길 25,127.0116622,37.58948556
컴포즈커피한성대입구역점,서울특별시 성북구 삼선교로 4,127.0064084,37.58799932
아뜰리에마미,서울특별시 성북구 보문로34나길 4,127.0206075,37.59158365
카페지오,서울특별시 성북구 동소문로24길 46,127.0186261,37.59177319
참좋다,서울특별시 성북구 성북로10가길 8-4,127.003261,37.59223412
다옴카페,서울특별시 성북구 동소문로20길 29-18,127.0176862,37.59139491
파도의숲,서울특별시 성북구 삼선교로24길 40,127.0163494,37.58840381
커피하우스그라페,서울특별시 성북구 월계로 52,127.0355631,37.61146495
하파리테일,서울특별시 성북구 정릉로 77,126.9985277,37.61029001
버본1967정릉점,서울특별시 성북구 보국문로 96,127.0079509,37.61269539
이아이세린,서울특별시 성북구 장월로 119,127.0487949,37.61643368
온로스트,서울특별시 성북구 길음로 11,127.0234647,37.60380056
오름,서울특별시 성북구 서경로 27,127.0148584,37.60626166
인하프,서울특별시 성북구 동소문로26라길 18-5,127.0211745,37.59470098
랑쿠,서울특별시 성북구 동소문로13길 25-2,127.0121269,37.59291829
카인드스타인성,서울특별시 성북구 고려대로7가길 40,127.0231423,37.58675386
커피에반하다,서울특별시 성북구 화랑로 76,127.0404619,37.60183179
버터에뜨,서울특별시 성북구 동소문로20다길 30-7,127.0184676,37.59191737
더벤티월곡,서울특별시 성북구 월계로 46,127.0348721,37.61119486
커피집,서울특별시 성북구 안암로 105,127.0314407,37.58511213
뿡어당,서울특별시 성북구 화랑로11길 11,127.0414137,37.60284958
메가엠지씨커피석관지구대,서울특별시 성북구 돌곶이로22길 79,127.0621444,37.61105751
무휼,서울특별시 성북구 보문로30가길 17,127.0206409,37.5893672
카페16온스고려대점,서울특별시 성북구 고려대로24길 56,127.0293116,37.58366208
빽다방미아사거리성북우체국점,서울특별시 성북구 동소문로 304,127.0286752,37.60690782
그릭엔젤요거트&아이스크림고려대점,서울특별시 성북구 고려대로 88,127.0290182,37.58613989
메가엠지씨커피장위자이레디언트점,서울특별시 성북구 돌곶이로 105,127.0553046,37.61225022
백억커피,서울특별시 성북구 돌곶이로 101,127.0556215,37.61196176
빽다방안암성북천점,서울특별시 성북구 고려대로8길 71,127.0224278,37.58278062
마이스윗서울,서울특별시 성북구 보문로38길 49,127.0164745,37.59082746
클라이네스,서울특별시 성북구 성북로14길 8,127.0013475,37.59373881
조르르,서울특별시 성북구 한천로81길 32,127.0598116,37.6114101
동소문로커피집,서울특별시 성북구 동소문로15길 8,127.0139952,37.59271086
커피에반하다돈암점,서울특별시 성북구 북악산로 912-1,127.0225562,37.59553865
요거프레소,서울특별시 성북구 오패산로 55,127.0363764,37.60712194
커피마마,서울특별시 성북구 숭인로2길 34,127.0232741,37.60999039
빈올로지,서울특별시 성북구 안암로 73-25,127.0283379,37.58335598
덕카페,서울특별시 성북구 화랑로25길 19,127.0519048,37.60941365
로터리다방,서울특별시 성북구 보국문로 7-6,127.0111097,37.605289
키다리아저씨,서울특별시 성북구 돌곶이로 49,127.0593901,37.60831091
먹방벤쳐스,서울특별시 성북구 한천로 578,127.0626996,37.61125544
메가엠지씨커피정릉,서울특별시 성북구 솔샘로 33,127.0050173,37.61049714
팔로스,서울특별시 성북구 고려대로24길 8,127.0292106,37.58580647
시소,서울특별시 성북구 고려대로10길 48,127.0221678,37.58387988
코무,서울특별시 성북구 고려대로7가길 1,127.0211042,37.58639384
오십일히비,서울특별시 성북구 안암로3길 51,127.0225519,37.58107772
카페무솔트,서울특별시 성북구 보문로34길 92,127.0203017,37.59125034
바나프레소돈암아리랑점,서울특별시 성북구 아리랑로 89,127.013623,37.60076576
버라이어티,서울특별시 성북구 고려대로8길 69,127.0223713,37.58291578
트리도로스터리,서울특별시 성북구 동소문로 129-2,127.0187287,37.59451219
카페아노츠,서울특별시 성북구 돌곶이로22길 33,127.0597769,37.61054517
솔리드웍스,서울특별시 성북구 고려대로30길 4,127.0309543,37.58604029
토리스낵,서울특별시 성북구 동소문로26나길 26,127.0195548,37.59277314
더벤티돌곶이역점,서울특별시 성북구 화랑로 245,127.0565267,37.61089816
우나코르다,서울특별시 성북구 돌곶이로 36-1,127.0605787,37.60758952
스프링스톤,서울특별시 성북구 보문로15길 35,127.0198119,37.58029434
애플망고,서울특별시 성북구 동소문로 31-1,127.0093638,37.59008042
스파츠,서울특별시 성북구 보문로30나길 29-1,127.020143,37.59070076
엠에스피커피,서울특별시 성북구 보문로 72,127.0215332,37.58186177
주니아샐러드&샌드위치길음역점,서울특별시 성북구 길음로 11,127.0235439,37.60371044
크레마노,서울특별시 성북구 화랑로 109,127.0436001,37.60405612
성북천카페,서울특별시 성북구 삼선교로 10,127.0069066,37.58773801
텀블리나커피,서울특별시 성북구 화랑로13길 42-6,127.042004,37.60528205
픽어툴,서울특별시 성북구 성북로5길 6,127.0046309,37.58918872
브라운헤이븐,서울특별시 성북구 동소문로6길 4-14,127.0073595,37.58862996
로이커피,서울특별시 성북구 보문로21길 14,127.0196202,37.58324062
더비즈랩성신여대수하루점,서울특별시 성북구 보문로34다길 2,127.0221474,37.59164644
헤이미쉬HEIMISH,서울특별시 성북구 삼양로 73-1,127.0225718,37.60963914
럭키스팟한예종점,서울특별시 성북구 화랑로32길 17,127.0564238,37.60953772
컴포즈커피,서울특별시 성북구 동소문로24길 9,127.0186378,37.59326883
봉명동내커피,서울특별시 성북구 종암로21길 67,127.0323535,37.60128469
유어프레소,서울특별시 성북구 장위로15길 37,127.0423044,37.61583252
에프비코퍼레이션,서울특별시 성북구 북악산로 537-14,126.9980409,37.60258654
해브히어커피로스터스,서울특별시 성북구 숭인로 50,127.0279741,37.60980017
나이스카페인클럽고대,서울특별시 성북구 고려대로28길 6,127.0303994,37.58594132
러피,서울특별시 성북구 화랑로13길 79-2,127.040759,37.606661
포르티시모,서울특별시 성북구 월곡로 35,127.0381487,37.59575088
블랑쉬,서울특별시 성북구 보문로 56,127.0222686,37.58045608
디어드립랩,서울특별시 성북구 성북로23길 22-2,126.9948933,37.59296386
컴포즈커피고대안암,서울특별시 성북구 안암로9가길 80-1,127.0284055,37.58252705
몽아미,서울특별시 성북구 오패산로 23,127.0372018,37.6044097
더벤티,서울특별시 성북구 북악산로 1064,127.0359956,37.59239085
매머드익스프레스국민대,서울특별시 성북구 정릉로9길 26,126.999445,37.60978546
요일리성북,서울특별시 성북구 종암로 132,127.0335201,37.60191506
선호,서울특별시 성북구 동소문로26가길 28,127.0204952,37.59484526
디저트라인업,서울특별시 성북구 동소문로 304,127.0286752,37.60690782
카페로뎀,서울특별시 성북구 안암로7길 66,127.0234353,37.58236597
바스크,서울특별시 성북구 삼양로9길 10-2,127.0225488,37.60860301
날아라코끼리,서울특별시 성북구 창경궁로43길 22,127.0042119,37.5889725
구점일사,서울특별시 성북구 오패산로5길 9-14,127.0363187,37.60494156
몽당협동조합,서울특별시 성북구 성북로4길 177,127.0087191,37.59587385
에이미스커피한예종점,서울특별시 성북구 화랑로32가길 13,127.0557213,37.60909656
버터글로브,서울특별시 성북구 돌곶이로41가길 14-12,127.0445034,37.61866082
매머드익스프레스길음역점,서울특별시 성북구 정릉로 388,127.0256272,37.60247565
쳌커피,서울특별시 성북구 화랑로 115-15,127.0439403,37.60481283
메가엠지씨커피장위전통,서울특별시 성북구 화랑로25길 15,127.0520519,37.60923339
러츠커피숍,서울특별시 성북구 숭인로16길 3,127.0297759,37.61219636
아모르파티,서울특별시 성북구 월곡로18길 7,127.042002,37.60172314
투썸플레이스한성대입구역점,서울특별시 성북구 동소문로 6,127.0070312,37.58859394
빽다방한예종석관점,서울특별시 성북구 화랑로32길 149,127.060395,37.60449922
티히커피,서울특별시 성북구 오패산로 31,127.0369529,37.60495938
히도커피,서울특별시 성북구 창경궁로43길 27,127.0038949,37.58913468
올가콘라라,서울특별시 성북구 동소문로20길 16,127.0164634,37.59187262
퍼프케이크하우스,서울특별시 성북구 보문로13다길 27-8,127.0195064,37.58088004
덤브다이버,서울특별시 성북구 아리랑로19길 30,127.0118001,37.60256794
플럼비,서울특별시 성북구 보문로34길 95,127.0205735,37.59142148
제로어클락,서울특별시 성북구 종암로25길 22-29,127.0316289,37.60168132
그라미,서울특별시 성북구 동소문로22길 16,127.0176184,37.59225988
보스톤,서울특별시 성북구 창경궁로 327,127.0055819,37.58853095
웰컴카페,서울특별시 성북구 고려대로1길 93,127.0171082,37.58907945
아덴블랑제리미아,서울특별시 성북구 종암로40길 37,127.0320739,37.60965496
크롭커피,서울특별시 성북구 보문로34길 31,127.0171086,37.59071025
메가엠지씨커피성북보문점,서울특별시 성북구 보문로 88,127.0208203,37.58317735
투썸플레이스월곡역코업,서울특별시 성북구 화랑로 76,127.0404619,37.60183179
혜화문아래,서울특별시 성북구 창경궁로43길 16,127.0043704,37.5887112
매머드익스프레스현대,서울특별시 성북구 동소문로47길 12,127.0290497,37.60894397
스톤앤카페;스톤앤짐,서울특별시 성북구 종암로 66,127.035805,37.59630121
달다곰이,서울특별시 성북구 보문로34길 69,127.0190562,37.59129559
과일에반하다;프루타고대점,서울특별시 성북구 고려대로24길 39,127.0295723,37.58440984
마리프,서울특별시 성북구 동소문로7길 12,127.0089788,37.59044085
강또커피,서울특별시 성북구 동소문로24길 37,127.0189092,37.59198037
오디너리커피랩,서울특별시 성북구 삼선교로4길 15,127.0069858,37.58708929
안다미로팬케이크,서울특별시 성북구 동소문로20나길 22,127.0179694,37.59222378
우지커피길음롯데,서울특별시 성북구 서경로 60,127.0154594,37.60992861
요아정동덕여대점,서울특별시 성북구 화랑로13길 8,127.0428298,37.60373205
성북시니어클럽커피정원성북50+,서울특별시 성북구 지봉로24길 26,127.019326,37.58387137
쿠키앤베이커리마피,서울특별시 성북구 동소문로26다길 26,127.0204839,37.59504348
물,서울특별시 성북구 고려대로 23,127.021693,37.58631265
뭉베이크샵,서울특별시 성북구 동소문로26가길 10,127.0199289,37.59443991
슬로카페달팽이,서울특별시 성북구 솔샘로18길 84,127.0085394,37.60934367
크레이지빙수,서울특별시 성북구 보문로30가길 41-5,127.0220222,37.58936695
담다,서울특별시 성북구 삼선교로14길 78,127.0104047,37.58471042
투썸플레이스정릉,서울특별시 성북구 정릉로 262,127.012174,37.60366711
디에타,서울특별시 성북구 동소문로20길 37-10,127.0174596,37.59093544
메가엠지씨커피길음뉴타운점,서울특별시 성북구 길음로 33,127.0220155,37.6050442
타래퀸,서울특별시 성북구 종암로19길 17,127.0337563,37.59815786
차담,서울특별시 성북구 정릉로 77,126.9985277,37.61029001
만리동커피,서울특별시 성북구 보문로36길 18,127.0151385,37.59091774
더벤티고대점,서울특별시 성북구 고려대로24길 45,127.0295836,37.58423865
이어럽,서울특별시 성북구 솔샘로4길 27,127.0062629,37.60872213
커피브론즈로스터스,서울특별시 성북구 삼양로 39,127.0237147,37.60653952
카페셀렉토,서울특별시 성북구 화랑로 248,127.0569114,37.61040243
아임요거트&아이스크림,서울특별시 성북구 보문로31길 36,127.0147982,37.58813372
감성달빛,서울특별시 성북구 보문로30가길 27-2,127.0213768,37.58927697
메가엠지씨커피,서울특별시 성북구 화랑로13길 7,127.0425467,37.60375017
카페르와쥬,서울특별시 성북구 종암로22길 41,127.0360562,37.60058985
비테라스고대점,서울특별시 성북구 고려대로26길 63,127.0297418,37.58346376
매머드익스프레스동소문점,서울특별시 성북구 아리랑로 15,127.0159204,37.59423329
듀오,서울특별시 성북구 삼선교로24길 37,127.0164401,37.588584
꽁카페,서울특별시 성북구 화랑로13가길 110-10,127.0409761,37.61014775
블레싱,서울특별시 성북구 화랑로 192,127.0518809,37.60768376
어나더굿뉴스,서울특별시 성북구 정릉로36길 61,127.0152766,37.60223418
더코너샵,서울특별시 성북구 동소문로26라길 25,127.0207557,37.59499838
쌍커쌍문동커피,서울특별시 성북구 오패산로17길 8,127.0356409,37.60850067
엘리커피,서울특별시 성북구 월곡로 58,127.0394631,37.59749837
강월국제,서울특별시 성북구 고려대로 101,127.030694,37.58650887
컴포즈커피정릉아리랑점,서울특별시 성북구 북악산로 851,127.0186055,37.60013439
킵업커피로스터스,서울특별시 성북구 삼선교로 24,127.008503,37.5876388
블룸오아낫,서울특별시 성북구 동소문로32길 8,127.0219111,37.59652986
정베이커리카페,서울특별시 성북구 솔샘로18길 58,127.0081771,37.61033478
스트렝스커피장위뉴타운점,서울특별시 성북구 장월로 134,127.0501206,37.6171359
만나플러스지사.만나카페,서울특별시 성북구 고려대로2길 37,127.0208546,37.58437566
공차고려대중앙,서울특별시 성북구 안암로 145,127.0316913,37.58869802
메가엠지씨커피길음역롯데,서울특별시 성북구 길음로 11,127.0235439,37.60371044
메가엠지씨커피,서울특별시 성북구 장위로 56,127.0427903,37.61385918
언덕카페,서울특별시 성북구 아리랑로5길 92,127.0115503,37.59845945
차차커피코성신여대역점,서울특별시 성북구 동소문로 119,127.0179019,37.59380954
아마스빈,서울특별시 성북구 보문로34길 69,127.0190562,37.59129559
하늘꿈터,서울특별시 성북구 장위로15길 73,127.0438907,37.61690412
크레페마스터,서울특별시 성북구 안암로 69,127.0289263,37.58255396
화랑로33길,서울특별시 성북구 화랑로33길 15,127.0554848,37.61099776
메가엠지씨커피성북구청,서울특별시 성북구 동소문로 69,127.0129307,37.59195415
미아중앙카페,서울특별시 성북구 삼양로4길 14,127.0251754,37.6059806
이디야커피고대점,서울특별시 성북구 고려대로24길 35,127.0295611,37.58466212
프럼크릭이디지이,서울특별시 성북구 성북로 149-1,126.9931042,37.59437832
카페바틈,서울특별시 성북구 동소문로 37,127.0099639,37.59035968
조산책,서울특별시 성북구 보문로17길 19,127.0202198,37.58142052
필링커피,서울특별시 성북구 보국문로16길 60,127.0100688,37.61242493
에밀리아젤라또미아,서울특별시 성북구 숭인로 50,127.0285857,37.60961982
리얼타코야끼성,서울특별시 성북구 보국문로2길 7,127.0121176,37.60491048
카페인중독,서울특별시 성북구 동소문로20나길 47,127.0191472,37.59305251
재즈피넛,서울특별시 성북구 고려대로28길 5,127.0305467,37.58604039
일구팔구,서울특별시 성북구 숭인로2길 48,127.0234665,37.60943174
와플앨리,서울특별시 성북구 고려대로28길 21,127.0310786,37.58551768
와플앨리,서울특별시 성북구 개운사길 42-3,127.0294041,37.58847336
문샤워,서울특별시 성북구 보문로 184-6,127.015161,37.59062942
이디야길음뉴타운점,서울특별시 성북구 길음로 74,127.0206921,37.61082879
매머드익스프레스성북,서울특별시 성북구 보문로32길 6,127.0170289,37.58913352
콜렉트마이페이보릿,서울특별시 성북구 고려대로8길 33,127.0218056,37.58442955
키즈더웨이브성북길음비치점,서울특별시 성북구 도봉로 11,127.029877,37.61025019
내음성,서울특별시 성북구 보문로25길 11,127.0181491,37.586088
바나프레소길음역점,서울특별시 성북구 길음로 11,127.0235439,37.60371044
아그로타타마,서울특별시 성북구 성북로4길 52,127.0127047,37.59446794
하우투,서울특별시 성북구 동소문로22길 29-5,127.0182637,37.59178225
대단한싹제빵소,서울특별시 성북구 화랑로 112,127.0443587,37.60380356
브라비,서울특별시 성북구 한천로79길 34-6,127.0603549,37.61099537
우사기의비망록,서울특별시 성북구 보문로15길 33,127.0199251,37.58032135
아해,서울특별시 성북구 동소문로13길 25-2,127.0121269,37.59291829
카페잇트,서울특별시 성북구 성북로6길 8-2,127.005265,37.58968424
컴포즈커피동덕여대점,서울특별시 성북구 화랑로11길 37,127.0422184,37.6039395
파운드커피고대하나,서울특별시 성북구 안암로 145,127.0317252,37.58849078
루틴,서울특별시 성북구 보문로34가길 6,127.020132,37.59170987
파운드커피고대중앙,서울특별시 성북구 안암로 145,127.0317252,37.58849078
랠리쉬커피,서울특별시 성북구 아리랑로4길 8,127.0166225,37.59448547
푸에블로,서울특별시 성북구 고려대로6길 80,127.0218956,37.5823122
투미프롬미,서울특별시 성북구 고려대로7길 52,127.0200178,37.588178
스페이스코르보문점,서울특별시 성북구 고려대로2길 37,127.0208546,37.58437566
스누즈,서울특별시 성북구 삼선교로16길 52,127.0108238,37.58607088
텐퍼센트커피,서울특별시 성북구 동소문로 186,127.0220136,37.59859311
이디야돌곶이역점,서울특별시 성북구 돌곶이로22길 3,127.0581005,37.61019462
싱싱주스고려대점,서울특별시 성북구 안암로 145,127.0317252,37.58849078
더빈마켓,서울특별시 성북구 동소문로13길 13,127.0125685,37.59240468
매머드익스프레스,서울특별시 성북구 보문로34길 87,127.0201885,37.59146659
플러스82,서울특별시 성북구 동소문로20다길 3,127.0168484,37.59166533
카페마리,서울특별시 성북구 보국문로 164,127.0032281,37.61699333
데이롱카페성북정릉점,서울특별시 성북구 솔샘로6길 36,127.007203,37.60939782
로터스그린,서울특별시 성북구 동소문로6길 11,127.0083446,37.58872901
누하주,서울특별시 성북구 창경궁로43길 17,127.00411,37.58878329
데이스타,서울특별시 성북구 삼선교로16길 66,127.010869,37.5853681
요지트,서울특별시 성북구 보문로32길 69,127.0199958,37.59060167
요지트,서울특별시 성북구 장월로1길 70,127.0444731,37.6056956
이디야커피한성대점,서울특별시 성북구 삼선교로10길 45,127.01002,37.58618808
빽다방장위뉴타운점,서울특별시 성북구 장월로 140,127.0506871,37.61750506
온디앨리,서울특별시 성북구 돌곶이로14길 49,127.0624144,37.60887698
뚜띠테이블,서울특별시 성북구 보국문로8길 15,127.0113479,37.60746036
원오프카페,서울특별시 성북구 동소문로22길 57-4,127.0188296,37.59052078
메가엠지씨커피성북세무서점,서울특별시 성북구 삼선교로16길 1,127.010575,37.58827833
메가엠지씨커피석계,서울특별시 성북구 한천로78길 71,127.0649667,37.61356074
마가밀,서울특별시 성북구 고려대로8길 35,127.0218283,37.58434846
커피마마퀸,서울특별시 성북구 돌곶이로27길 5,127.054942,37.61213326
하늘연달,서울특별시 성북구 종암로30길 8,127.0332373,37.6026089
컴포즈커피북한산보국문점,서울특별시 성북구 보국문로 86,127.008551,37.61191149
카페브니엘,서울특별시 성북구 돌곶이로23길 17,127.0568317,37.60980782
메가엠지씨커피정릉보국문점,서울특별시 성북구 보국문로 77,127.0086189,37.61114564
조이무인카페,서울특별시 성북구 종암로 147,127.0320145,37.60304171
까페헤더그로브,서울특별시 성북구 동소문로24길 45,127.0187732,37.59167405
카페클라츠,서울특별시 성북구 보문로30나길 37,127.0203017,37.59107915
라파파라,서울특별시 성북구 한천로78길 49,127.0645695,37.612687
예그리나,서울특별시 성북구 월곡로 2,127.0368109,37.59256179
카페수,서울특별시 성북구 장위로21다길 76,127.046847,37.61691199
잔상,서울특별시 성북구 동소문로10길 33,127.0118772,37.58909811
디스앤댓,서울특별시 성북구 월곡로18길 18,127.0424888,37.60152474
투썸플레이스고대참살이길점,서울특별시 성북구 고려대로26길 42-15,127.0290967,37.58419372
싱글벙글,서울특별시 성북구 종암로14길 12-16,127.036258,37.59649028
카페헤세드,서울특별시 성북구 삼선교로16가길 41,127.0120803,37.58449402
베러먼데이,서울특별시 성북구 보문로34길 63,127.0186486,37.59121457